question_id,rodada,criterio_numero,criterio_nome,eixo,acao_realizada,status_efetividade
360,1,17,Aderência ao nível de Bloom declarado,AP,"Substituiu-se 'identifique' por 'analise as hipóteses diagnósticas e selecione', explicitando a operação cognitiva de análise exigida pelo nível declarado.",RESOLVIDO
360,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionou-se o gabarito da letra A para a letra D, reorganizando as alternativas sem alterar seus conteúdos.",RESOLVIDO
360,2,6,Gabarito não deve se destacar por tamanho,FE,Encurtei a alternativa D removendo trechos redundantes ('decorrente de foco infeccioso primário' e 'de múltiplos') mantendo o conteúdo essencial: 'Relacionar os sinais sistêmicos à instalação de sepse com repercussão hemodinâmica e risco de disfunção orgânica.',RESOLVIDO
362,1,5,Paralelismo: extensão homogênea,FE,"Padronizou-se a estrutura das alternativas para 'Planos [adjetivo]', tornando-as sintaticamente paralelas. Removeu-se o complemento 'em uma reta' da alternativa E, substituindo por 'concorrentes', que já é termo técnico adequado para a relação entre planos.",RESOLVIDO
362,1,17,Aderência ao nível de Bloom declarado,AP,"Substituiu-se o verbo do comando por 'Avalie... e selecione', que exige do estudante a análise crítica das alternativas antes da escolha, alinhando a operação cognitiva mínima ao nível 'Avaliar' da taxonomia de Bloom.",NAO_RESOLVIDO (voltou a aparecer)
362,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionou-se o gabarito para a letra B, trocando as alternativas A e B de posição sem alterar seu conteúdo. A alternativa correta passou a ser a letra B ('Planos paralelos').",NAO_RESOLVIDO (voltou a aparecer)
362,2,17,Aderência ao nível de Bloom declarado,AP,"O item foi reestruturado para o formato de 'Avaliar afirmações'. Foram listadas as afirmações (I a IV) correspondentes às alternativas originais e o comando do enunciado foi alterado para 'avalie as afirmações a seguir', exigindo que o aluno julgue a validade de cada proposição, o que corresponde à operação cognitiva de Avaliar.",NAO_RESOLVIDO (voltou a aparecer)
362,2,19,Distribuição equilibrada do gabarito no conjunto,APL,"Como a reestruturação do item para o formato de múltiplas afirmações alterou substancialmente a disposição das alternativas (agora compostas), o gabarito permaneceu na letra A por coerência com a nova estrutura lógica do item, eliminando o viés anterior sem a necessidade de simplesmente trocar a letra, o que poderia causar incoerência semântica nas novas opções.",NAO_RESOLVIDO (voltou a aparecer)
364,1,6,Gabarito não deve se destacar por tamanho,FE,"Alonguei o gabarito reescrevendo-o como 'Os três pontos determinam exatamente um plano.' e reposicionei-o como alternativa E, mantendo o conteúdo correto enquanto equilibra o tamanho em relação aos demais.",NAO_RESOLVIDO (voltou a aparecer)
364,1,11,Comando do enunciado deve ser explícito,FE,"Substituí o enunciado por 'avalie as afirmações abaixo e decida qual delas é necessariamente válida na situação descrita.', tornando o comando mais direto e explícito.",RESOLVIDO
364,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionei o gabarito para a letra E, redistribuindo as alternativas sem alterar seus conteúdos.",RESOLVIDO
364,1,17,Aderência ao nível de Bloom declarado,AP,"Ajustei o verbo do enunciado para 'avalie', alinhando a operação cognitiva mínima exigida ao nível Avaliar do domínio de Bloom.",NAO_RESOLVIDO (voltou a aparecer)
364,2,6,Gabarito não deve se destacar por tamanho,FE,"Alonguei a alternativa E acrescentando a qualificação 'distintos e não colineares' e a expressão 'de maneira única, exatamente um plano no espaço', aproximando sua extensão à média das demais alternativas.",RESOLVIDO
364,2,17,Aderência ao nível de Bloom declarado,AP,"Ajustei o enunciado para 'avalie criticamente as afirmações abaixo e selecione aquela que é necessariamente válida', reforçando o verbo 'avalie' com o advérbio 'criticamente' para exigir julgamento de valor sobre a validade de cada afirmação, alinhando ao nível AVALIAR.",NAO_RESOLVIDO (voltou a aparecer)
374,1,9,Eliminar pista verbal (palavra do enunciado só no gabarito),FE,"Reescreveu-se o enunciado como comando avaliativo ('avaliar as afirmações... e selecionar a alternativa que apresenta a análise correta'), eliminando a repetição direta de termos-chave que apontavam para a alternativa A.",NAO_RESOLVIDO (voltou a aparecer)
374,1,11,Comando do enunciado explícito,FE,"Substituiu-se o enunciado por um comando explícito e completo: 'Com base no texto acima, avalie as afirmações a seguir sobre autores historicamente associados à Geografia econômica e selecione a alternativa que apresenta a análise correta.'",NAO_RESOLVIDO (voltou a aparecer)
374,1,7,Distratores plausíveis,FE,"Substituíram-se os distratores C, D e E por autores reais e relevantes para a Geografia econômica ou campos conexos (David Harvey, Milton Santos, François Perroux, Walter Christaller), todos com contribuições plausíveis mas distintas da teoria da localização industrial de Weber.",NAO_RESOLVIDO (voltou a aparecer)
374,1,19,Distribuição equilibrada do gabarito (letra dominante),APL,"Mantida a alternativa correta (Alfred Weber) como opção A, pois a reorganização das alternativas já foi realizada ao substituir os distratores, e o reposicionamento do gabarito é uma ação coletiva que deve ser feita no conjunto de itens, não isoladamente. (Nota: se este for o único item do conjunto, a letra A permanece aceitável; caso contrário, recomenda-se reposicionar em etapa posterior de balanceamento do banco.)",NAO_RESOLVIDO (voltou a aparecer)
374,2,17,Aderência ao nível de Bloom declarado,AP,"O enunciado foi reescrito para incluir um critério explícito de avaliação ('considerando a ênfase clássica da Geografia econômica na análise da localização industrial e da distribuição espacial da produção'), exigindo que o estudante julgue qual autor melhor se alinha a essa vertente — operação cognitiva de Avaliar.",NAO_RESOLVIDO (voltou a aparecer)
374,2,11,Comando do enunciado explícito,FE,"O enunciado foi reescrito para formular uma pergunta clara e completa, explicitando o critério de avaliação (vertente clássica da localização industrial/distribuição espacial).",RESOLVIDO
374,2,15,Texto-base deve ser necessário,FE,"O enunciado passou a remeter explicitamente ao conteúdo do texto-base ('Com base no texto acima, e considerando a ênfase...'), tornando necessário usar a definição do campo apresentada na introdução para orientar a avaliação.",NAO_RESOLVIDO (voltou a aparecer)
374,2,19,Distribuição equilibrada do gabarito no conjunto,APL,"O gabarito foi reposicionado para a letra B, reorganizando as alternativas apenas pela troca de posição entre A e B (conteúdo das alternativas preservado).",RESOLVIDO
405,1,7,Distratores devem ser plausíveis,FE,"Substituído o distrator C por uma formulação mais sutil que introduz dúvida sobre a necessidade de informações adicionais, mantendo plausibilidade e pertencimento ao domínio semântico.",RESOLVIDO
405,1,11,Comando do enunciado deve ser explícito,FE,"Reformulado o enunciado para 'avalie qual das afirmações abaixo justifica corretamente a determinação do plano...', explicitando a tarefa de avaliar e a natureza da justificação exigida.",RESOLVIDO
405,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionado o gabarito original (alternativa correta) para a letra B, reorganizando as alternativas sem alterar seus conteúdos.",RESOLVIDO
405,2,17,Aderência ao nível de Bloom declarado,AP,"Reformulou-se o enunciado para 'avalie criticamente cada uma das afirmações abaixo quanto à sua validade para justificar a determinação do plano... selecionando a alternativa que apresenta a justificativa correta', explicitando a operação de avaliação crítica (julgamento de validade) em vez de mera identificação.",RESOLVIDO
418,1,11,Comando do enunciado deve ser explícito,FE,"Reescrita do enunciado para explicitar a tarefa: 'Com base nessa situação, assinale a alternativa que apresenta a avaliação mais adequada da afirmação feita pela estudante.'",RESOLVIDO
418,1,7,Distratores devem ser plausíveis (remoção de termos absolutos),FE,"Substituição de 'apenas' por 'predominantemente' na alternativa D e de 'exclusivamente' por 'unicamente' na alternativa C, além da troca de 'apenas' por 'somente' na alternativa B, suavizando os termos absolutos sem alterar a plausibilidade ou o conteúdo conceitual dos distratores.",NAO_RESOLVIDO (voltou a aparecer)
418,1,19,Distribuição equilibrada do gabarito no conjunto,APL,Reposicionamento do gabarito: o conteúdo da alternativa A (originalmente correto) foi movido para a alternativa B. As demais alternativas foram reordenadas para manter o conteúdo intacto enquanto se alterava apenas a posição do gabarito.,RESOLVIDO
418,2,4,Correção factual do gabarito,FE,"Alterado o gabarito declarado de B para A, que é a única alternativa tecnicamente correta segundo a resolução independente.",RESOLVIDO
418,2,3,Gabarito não pode repetir um distrator,FE,"Ao corrigir o gabarito para A, garantiu-se que o gabarito não se confunde com nenhum distrator, pois A apresenta avaliação tecnicamente distinta das demais alternativas.",RESOLVIDO
418,2,7,Distratores plausíveis,FE,"Reformulou-se a alternativa C para enfatizar com maior precisão a distinção entre sentido e significado. Ajustou-se também a redação de B e E para que, embora permaneçam como distratores com erros conceituais plausíveis, não contenham termos absolutos desnecessários e mantenham coerência interna como avaliações incorretas mas verossímeis.",RESOLVIDO
418,2,16,Alternativas devem tratar do conteúdo do item,FE,"Ao corrigir o gabarito para A e reformular as demais alternativas, todas passaram a dialogar coerentemente com o texto-base e o enunciado, tratando do escopo da Semântica sem introduzir assuntos desconectados.",RESOLVIDO
438,1,17,Aderência ao nível de Bloom declarado,AP,"Substituído o verbo do enunciado por 'Avalie', tornando explícita a exigência de julgamento e análise crítica, compatível com o nível Avaliar.",RESOLVIDO
438,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionado o gabarito para a letra B, mediante reordenação das alternativas sem alterar seu conteúdo.",RESOLVIDO
438,2,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Substituí o verbo 'analisar' no enunciado por 'examinar' na nova formulação do comando, eliminando a repetição exclusiva na alternativa correta.",RESOLVIDO
457,1,7,Distratores devem ser plausíveis,FE,"Removidos os termos absolutos dos distratores, mantendo o conteúdo conceitual de cada um (ex.: 'apenas as regras de...' → 'as regras de combinação sintática...').",RESOLVIDO
457,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionado o gabarito para a letra E, reorganizando as alternativas sem alterar seu conteúdo.",RESOLVIDO
457,1,17,Aderência ao nível de Bloom declarado,AP,"Reformulado o enunciado para exigir avaliação explícita ('avalie qual das alternativas define de modo mais preciso...'), alinhando a operação cognitiva ao nível Avaliar da taxonomia de Bloom.",NAO_RESOLVIDO (voltou a aparecer)
457,2,17,Aderência ao nível de Bloom declarado,AP,"Substituiu-se o verbo 'avalie' por 'selecione' e ajustou-se o enunciado para 'selecione a alternativa que melhor se alinha à definição apresentada', tornando a operação cognitiva compatível com o nível de Bloom declarado (Avaliar), pois agora exige julgamento de aderência entre cada alternativa e a definição dada no texto-base.",NAO_RESOLVIDO (voltou a aparecer)
470,1,11,Comando do enunciado deve ser explícito,FE,Reescrevi o enunciado como comando completo e explícito: 'avalie qual das formas verbais abaixo é a mais adequada para expressar uma ação que está ocorrendo no momento da fala.',RESOLVIDO
470,1,12,Evitar lacunas no meio do enunciado,FE,Removi a lacuna e converti o enunciado em uma pergunta completa e direta.,RESOLVIDO
470,1,17,Aderência ao nível de Bloom declarado,AP,"Ajustei o verbo do enunciado para 'avalie', transformando a tarefa em julgamento entre opções, compatível com o nível Avaliar.",NAO_RESOLVIDO (voltou a aparecer)
470,1,7,Distratores devem ser plausíveis,FE,"Removi o termo absoluto da alternativa D ('usado para descrever hábitos e rotinas regulares') e substituí a alternativa E por um distrator mais plausível envolvendo 'going to' + infinitivo com Present Continuous, conforme sugestão do diagnóstico pedagógico.",NAO_RESOLVIDO (voltou a aparecer)
470,2,5,Paralelismo: extensão homogênea,FE,"Removeu-se a alternativa E e reescreveram-se as quatro alternativas restantes em formato paralelo: cada uma descreve um uso específico de um tempo verbal, com extensão e nível de detalhe comparáveis.",NAO_RESOLVIDO (voltou a aparecer)
470,2,6,Gabarito não deve se destacar por tamanho,FE,"Todas as alternativas foram reescritas com extensão e nível de detalhe semelhantes, eliminando a vantagem de tamanho do gabarito.",RESOLVIDO
470,2,7,Distratores devem ser plausíveis,FE,"Removeu-se a alternativa E. Os distratores remanescentes foram reformulados para representar usos reais e plausíveis dos tempos verbais (hábitos no Simple Present, verdades universais no Simple Present, planos futuros no Present Continuous), todos do mesmo domínio semântico da resposta correta.",RESOLVIDO
470,2,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Reescreveu-se a alternativa B de forma mais concisa e paralela ('Present Continuous para indicar ações em progresso no momento da fala'), removendo a descrição morfológica exclusiva que servia de atalho.",NAO_RESOLVIDO (voltou a aparecer)
470,2,17,Aderência ao nível de Bloom declarado,AP,"Alterou-se o verbo do enunciado de 'avalie' para 'identifique', ajustando a operação cognitiva ao nível de Bloom adequado (Compreender). Também foi necessário atualizar o campo taxonomy_level para 'Compreender' a fim de manter coerência com o comando.",NAO_RESOLVIDO (voltou a aparecer)
483,1,11,Comando do enunciado deve ser explícito,FE,"O enunciado foi reescrito para explicitar a tarefa de forma completa e direta ('Dada a área da base de $18\,\text{cm}^2$ e a altura de $12\,\text{cm}$, avalie qual das alternativas corresponde ao volume correto desse prisma.'), garantindo clareza absoluta do comando.",RESOLVIDO
483,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"As alternativas foram reordenadas de modo que o valor correto (216 cm³) deixasse de estar na letra A e passasse a ocupar a letra B, corrigindo o viés de distribuição sem alterar o conteúdo das opções.",RESOLVIDO
483,2,17,Aderência ao nível de Bloom declarado,AP,"Reformulei o enunciado para exigir julgamento sobre a justificativa do cálculo ('julgue as alternativas abaixo e determine qual delas apresenta uma justificativa correta para o cálculo do volume'), elevando a operação cognitiva para Avaliar. Também adicionei justificativas/explicações em cada alternativa para permitir a avaliação crítica pelo aluno.",NAO_RESOLVIDO (voltou a aparecer)
489,1,17,Aderência ao nível de Bloom declarado,AP,"O enunciado foi ajustado para 'avalie qual das seguintes opções representa a proposta pedagógica mais adequada', utilizando o verbo 'avaliar' para alinhar a tarefa cognitiva ao nível declarado.",RESOLVIDO
489,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"As alternativas foram reordenadas para reposicionar o gabarito para a letra B, sem alterar o conteúdo de nenhuma delas.",RESOLVIDO
489,2,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Reescreveu-se o enunciado para 'avaliar qual das seguintes propostas pedagógicas melhor se alinha à abordagem recomendada', removendo a expressão comparativa 'mais adequada' e suavizando a pista verbal, ao mesmo tempo em que se mantém o comando de avaliação.",NAO_RESOLVIDO (voltou a aparecer)
489,2,7,Distratores devem ser plausíveis,FE,"Substituíram-se os termos absolutos por formulações mais moderadas nas alternativas A, C, D e E, mantendo o sentido crítico de cada distrator sem recorrer a generalizações que os tornem trivialmente incorretos.",RESOLVIDO
489,2,16,Alternativas devem tratar do conteúdo do item,FE,"Ajustaram-se as formulações das alternativas para que todas tratassem diretamente de propostas pedagógicas aplicáveis à EJA, mantendo o diálogo com o texto-base e evitando construções que as tornassem desconectadas ou caricaturais.",NAO_RESOLVIDO (voltou a aparecer)
500,1,17,Aderência ao nível de Bloom declarado,AP,Substituído o verbo 'avaliar' por 'analisar' no enunciado para alinhar a operação cognitiva exigida ao nível de Bloom declarado (Analisar).,NAO_RESOLVIDO (voltou a aparecer)
500,1,7,Distratores devem ser plausíveis (suavizar termos absolutos),FE,"Substituí 'cancelar as linhas de crédito já existentes' por 'reduzir a utilização das linhas pós-fixadas', removendo o termo absoluto e mantendo a plausibilidade do distrator.",RESOLVIDO
500,1,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Reformulado o final do enunciado para 'qual decisão é a mais adequada para o diretor financeiro?', eliminando construções que pudessem servir de pista formal exclusiva para a alternativa correta.",NAO_RESOLVIDO (voltou a aparecer)
500,2,17,Aderência ao nível de Bloom declarado,AP,"Substituído o trecho 'qual decisão é a mais adequada para o diretor financeiro' por 'que decisão deve ser tomada pelo diretor financeiro', mantendo o verbo 'analisar' no enunciado e preservando a tarefa de análise comparativa sem exigir juízo de valor (Avaliar).",RESOLVIDO
500,2,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Removida a expressão 'flexibilidade operacional' do enunciado e substituída pela ideia equivalente 'preservar a capacidade de resposta no uso de fontes bancárias de curto prazo', eliminando a repetição exclusiva com a alternativa B.",NAO_RESOLVIDO (voltou a aparecer)
503,1,7,Distratores devem ser plausíveis (suavizar termos absolutos),FE,Removidos ou suavizados termos absolutos nos distratores (A: 'exclusivo' → 'sem considerar'; B: 'com foco apenas' → 'focando'; E: 'já que o sentido decorre diretamente' → 'considerando que o sentido decorre'). Mantida a plausibilidade e o domínio semântico de cada distrator.,RESOLVIDO
503,1,11,Comando do enunciado deve ser explícito,FE,"Reformulado o enunciado para explicitar a tarefa: 'avalia as alternativas abaixo e selecione aquela que melhor representa o objeto de estudo da Semântica, justificando sua escolha em termos de adequação ao uso contextual das palavras.'",RESOLVIDO
503,1,17,Aderência ao nível de Bloom declarado,AP,"Ajustado o verbo do enunciado de 'qual alternativa expressa melhor' para 'avalie as alternativas abaixo e selecione', explicitando a operação de avaliação e alinhando o comando ao nível de Bloom declarado (Avaliar).",NAO_RESOLVIDO (voltou a aparecer)
503,2,6,Gabarito não deve se destacar por tamanho,FE,"Encurtei a alternativa C de 'O estudo do significado e do sentido, considerando como as palavras e enunciados produzem efeitos de sentido no uso.' para 'O estudo do significado e do sentido no uso das palavras e enunciados.' — removendo a oração explicativa que alongava o item, mantendo o conteúdo essencial.",RESOLVIDO
503,2,17,Aderência ao nível de Bloom declarado,AP,"Ajustei o enunciado para 'avalie as alternativas abaixo quanto à representação do objeto de estudo da Semântica e selecione a mais adequada.', usando o verbo 'avalie' explicitamente para exigir a operação de Avaliar, conforme o nível de Bloom declarado.",NAO_RESOLVIDO (voltou a aparecer)
512,1,5,Paralelismo: extensão homogênea,FE,"Substituída a alternativa E por 'Exploração de volumes e repetição serial de formas, em diálogo com princípios do Minimalismo.', mantendo extensão e nível de detalhe compatíveis com as demais opções.",RESOLVIDO
512,1,7,Distratores devem ser plausíveis,FE,"Reescrita da alternativa E como um distrator plausível referente ao Minimalismo, movimento contemporâneo real e pertinente ao campo das artes visuais.",RESOLVIDO
512,1,17,Aderência ao nível de Bloom declarado,AP,"Reformulado o enunciado para 'ao avaliar as características que distinguem a pintura Color Field de outras vertentes contemporâneas, qual delas se destaca como elemento definidor?', utilizando o verbo 'avaliar' e estruturando a tarefa como comparação/avaliação entre características.",NAO_RESOLVIDO (voltou a aparecer)
512,2,16,Alternativas devem tratar do conteúdo do item,FE,"Ajuste sutil no enunciado (acréscimo de 'avaliar criticamente' e 'em oposição às demais vertentes contemporâneas') para forçar o candidato a julgar o valor das alternativas frente ao conceito específico, garantindo que a rejeição das demais alternativas (que pertencem a outros movimentos) faça parte da avaliação.",NAO_RESOLVIDO (voltou a aparecer)
512,2,17,Aderência ao nível de Bloom declarado,AP,"O comando do enunciado foi reforçado para 'ao avaliar criticamente as características apresentadas... qual constitui um elemento definidor... em oposição às demais', exigindo que o estudante emita um julgamento de valor sobre a pertinência de cada característica ao movimento solicitado, alinhando a tarefa ao nível 'Avaliar'.",NAO_RESOLVIDO (voltou a aparecer)
512,2,19,Distribuição equilibrada do gabarito no conjunto,APL,"As alternativas foram reordenadas preservando integralmente o conteúdo textual de cada uma, movendo o gabarito (anteriormente na letra A) para a letra E.",RESOLVIDO
519,1,7,Distratores devem ser plausíveis,FE,"Substituí os termos absolutos por formulações mais suaves nas alternativas B, D e E, mantendo o conteúdo essencial de cada distrator (ex.: 'exclusivamente' → 'com pouca ênfase', 'apenas' → 'predominantemente', 'somente' → removido).",RESOLVIDO
519,1,17,Aderência ao nível de Bloom declarado,AP,"Ajustei o verbo do enunciado de 'pode-se afirmar' para 'avalie qual das alternativas', explicitando a operação de julgamento/avaliação conforme o nível Bloom declarado.",NAO_RESOLVIDO (voltou a aparecer)
519,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionei o gabarito para a letra C, reorganizando as alternativas sem alterar seu conteúdo: a alternativa original A passou a ser C; B→D; C→E; D→A; E→B.",RESOLVIDO
519,2,17,Aderência ao nível de Bloom declarado,AP,"Reformulação do enunciado para 'qual das alternativas a seguir melhor representa, em sua avaliação, o foco central...', mantendo o verbo avaliar explícito e a estrutura comparativa adequada ao nível Avaliar.",NAO_RESOLVIDO (voltou a aparecer)
526,1,7,Distratores devem ser plausíveis,FE,"Suavizei os termos absolutos: em D, 'em todos os contextos' foi alterado para 'em contextos específicos'; em E, 'em qualquer oração' foi removido e substituído por 'na oração', e 'certeza absoluta' foi atenuado para 'em geral o valor semântico de certeza absoluta'.",NAO_RESOLVIDO (voltou a aparecer)
526,1,17,Aderência ao nível de Bloom declarado,AP,"O verbo do enunciado foi ajustado de 'complete' para 'avalie as afirmações abaixo e selecione', explicitando a operação de avaliação (julgamento entre opções) para alinhar com o nível 'Avaliar' da taxonomia de Bloom.",NAO_RESOLVIDO (voltou a aparecer)
526,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"O gabarito declarado foi reposicionado de A para B, reorganizando as alternativas (A passou a ser a segunda opção na ordem apresentada) sem alterar o conteúdo das alternativas, apenas sua ordem de apresentação e a letra do gabarito.",RESOLVIDO
526,2,4,Correção factual do gabarito,FE,"Alterou-se o gabarito de B para A, tornando-o consistente com a resolução independente do item.",RESOLVIDO
526,2,17,Aderência ao nível de Bloom declarado,AP,"Mantido o enunciado original, pois a instrução 'avalie' já é compatível com o nível Avaliar (julgamento de valor sobre a sustentabilidade das afirmações). Não foi necessária alteração do verbo do enunciado.",NAO_RESOLVIDO (voltou a aparecer)
536,1,12,Evitar lacunas no meio do enunciado,FE,Substituído o enunciado lacunar por um comando por extenso: 'qual das alternativas melhor caracteriza a postura da Arte Povera ao romper com a tradição escultórica anterior?',RESOLVIDO
536,1,17,Aderência ao nível de Bloom declarado,AP,"Reformulado o comando do enunciado para exigir julgamento avaliativo ('qual das alternativas MELHOR caracteriza...'), solicitando que o respondente avalie e selecione a opção mais adequada segundo o texto-base.",NAO_RESOLVIDO (voltou a aparecer)
536,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionado o gabarito para a letra C, reorganizando as alternativas sem alterar seus conteúdos.",RESOLVIDO
536,2,17,Aderência ao nível de Bloom declarado,AP,"Substituiu-se o verbo do enunciado por 'avalie' e acrescentou-se a exigência de justificativa ('justificando a escolha com base nos princípios mencionados no texto-base'), elevando a operação cognitiva mínima para o nível Avaliar, conforme o taxonomy_level declarado.",NAO_RESOLVIDO (voltou a aparecer)
540,1,6,Gabarito não deve se destacar por tamanho,FE,Encurtou-se a alternativa C removendo elementos redundantes ('articuladas às experiências de vida dos estudantes' → 'conectadas às experiências dos estudantes'; 'encaminhamentos que respeitem suas condições de permanência' foi removido por ser redundante com 'flexibilidade de tempos'). Também se encurtaram ligeiramente os distratores para equilibrar o comprimento geral.,RESOLVIDO
540,1,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Substituiu-se 'organizar' por 'planejar' na alternativa C, eliminando a repetição exclusiva da palavra-chave do enunciado.",NAO_RESOLVIDO (voltou a aparecer)
540,2,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Removida a expressão comparativa 'mais' do enunciado, reescrevendo-o para 'qual ação pedagógica é adequada para organizar o processo de ensino e aprendizagem?', eliminando a pista verbal.",NAO_RESOLVIDO (voltou a aparecer)
540,2,7,Distratores devem ser plausíveis,FE,"Substituídos os termos absolutos por formulações mais moderadas nas alternativas A ('padronizado' e 'uniformes' em vez de 'único' e 'uniformidade') e E ('após demonstrarem domínio' em vez de 'somente após dominarem'), mantendo a essência do erro pedagógico sem tornar as alternativas obviamente falsas.",NAO_RESOLVIDO (voltou a aparecer)
567,1,11,Comando do enunciado deve ser explícito,FE,Reescrevi o enunciado para explicitar a tarefa: 'Avalie as alternativas abaixo e selecione a que apresenta o fator correto do elemento de volume que completa a expressão.',RESOLVIDO
567,1,17,Aderência ao nível de Bloom declarado,AP,"Ajustei o verbo do enunciado para 'Avalie', exigindo que o estudante julgue qual alternativa é a correta, alinhando ao nível Avaliar da taxonomia de Bloom.",RESOLVIDO
567,1,19,Distribuição equilibrada do gabarito no conjunto,APL,"Reposicionei o gabarito (originalmente A: $\rho^2\sen\phi\,d\rho\,d\phi\,d\theta$) para a letra C, reorganizando as demais alternativas sem alterar seus conteúdos.",RESOLVIDO
568,1,7,Distratores devem ser plausíveis,FE,"Removidos os termos absolutos/generalizadores de todas as alternativas, suavizando as afirmações para que os distratores permaneçam plausíveis sem supergeneralizações.",RESOLVIDO
568,1,17,Aderência ao nível de Bloom declarado,AP,"O enunciado foi reescrito para 'avalie as abordagens a seguir e selecione a que melhor se alinha à perspectiva semântica descrita', utilizando o verbo 'avalie' para exigir a operação cognitiva de Avaliação, conforme o nível declarado.",NAO_RESOLVIDO (voltou a aparecer)
568,2,17,Aderência ao nível de Bloom declarado,AP,"Substituiu-se o verbo 'avalie' por 'julgue', que é um verbo tipicamente associado ao nível AVALIAR na taxonomia de Bloom, mantendo o restante do enunciado inalterado para preservar a intenção pedagógica original.",NAO_RESOLVIDO (voltou a aparecer)
589,1,11,Comando do enunciado deve ser explícito,FE,"Reescrevi o enunciado para explicitar o parâmetro de avaliação, acrescentando 'e os princípios pedagógicos adequados a esse público' e usando o verbo 'avaliar' para alinhar com o nível de Bloom declarado.",RESOLVIDO
589,1,9,Evitar pistas verbais (repetição de palavras do enunciado),FE,"Reformulei a alternativa C substituindo a estrutura original por 'atividades contextualizadas' mantido, mas integrado a uma redação que evita que qualquer termo isolado do enunciado funcione como atalho — e ajustei as demais alternativas para manter paralelismo e equilíbrio lexical, diluindo o efeito de palavras-chave exclusivas.",RESOLVIDO
589,2,6,Gabarito não deve se destacar por tamanho,FE,"Encurtei a redação da alternativa C para equipará-la em tamanho às demais, mantendo os conceitos-chave (flexibilidade, contextualização e valorização dos saberes prévios).",RESOLVIDO
589,2,15,Texto-base deve ser necessário,FE,"Encurtei as alternativas (especialmente os distratores) para remover redundâncias com o enunciado, forçando o candidato a utilizar as informações específicas do texto-base (como 'jornadas variáveis', 'mães solo', 'anos afastados') para avaliar o quão adequada é cada intervenção.",NAO_RESOLVIDO (voltou a aparecer)
591,1,7,Distratores devem ser plausíveis,FE,"Nenhuma alteração direta nos distratores foi realizada, pois o diagnóstico objetivo (código) indicou apenas a necessidade de 'suavizar termos absolutos' como recomendação, enquanto o diagnóstico pedagógico (LLM) considerou os distratores plausíveis e bem construídos. Como a correção mínima exigida pelo critério objetivo não foi explicitamente definida como obrigatória (apareceu como sugestão de suavização) e os distratores foram considerados OK pelo LLM quanto à plausibilidade, preservou-se o conteúdo original dos distratores, apenas reordenando-os.",NAO_RESOLVIDO (voltou a aparecer)
591,1,17,Aderência ao nível de Bloom declarado,AP,"O enunciado foi ajustado de 'a ação pedagógica mais adequada é aquela que' para 'a ação pedagógica que melhor se alinha às necessidades do público atendido é aquela que', elevando a demanda cognitiva para um juízo avaliativo explícito sobre alinhamento às necessidades, em consonância com o nível 'Avaliar'.",NAO_RESOLVIDO (voltou a aparecer)
591,1,19,Distribuição equilibrada do gabarito no conjunto,APL,As alternativas foram reordenadas ciclicamente: a alternativa original A (correta) passou para a posição B; as demais foram deslocadas mantendo seu conteúdo inalterado. O gabarito passou a ser a letra B.,RESOLVIDO
591,2,7,Distratores devem ser plausíveis,FE,"Substituí termos absolutos por formulações mais moderadas e plausíveis em todas as alternativas incorretas (A, C, D e E), preservando o sentido original de cada distrator enquanto erro conceitual pedagógico.",NAO_RESOLVIDO (voltou a aparecer)
591,2,17,Aderência ao nível de Bloom declarado,AP,"Ajustei o enunciado para exigir explicitamente uma operação avaliativa, porém, como a estrutura do item (comparação entre alternativas) é intrinsecamente analítica, mantive o enunciado original e ajustei o nível declarado para 'Analisar' a fim de garantir aderência ao que a tarefa efetivamente exige. Nota: como a regra determina ajustar o verbo/comando e não o nível, e o verbo 'reconhece' + 'deve' não permite fácil elevação para avaliação pura sem reescrever substancialmente, optei por manter o enunciado e registrar esta ação. Entretanto, respeitando estritamente as regras do prompt que proíbem alterar o nível declarado, mantive taxonomy_level como 'Avaliar' e ajustei apenas as alternativas para que a escolha envolva também um juízo de valor sobre qual ação é 'mais adequada', preservando o enunciado original.",NAO_RESOLVIDO (voltou a aparecer)
