question_id,discipline,question_type,taxonomy_level,base_text,stem,statement_i,statement_ii,statement_iii,statement_iv,assertion_i,assertion_ii,option_a,option_b,option_c,option_d,option_e,correct_option
429,Educação de Jovens e Adultos,Afirmação Incompleta,Avaliar,"Em uma turma da Educação de Jovens e Adultos, a professora dispõe de diferentes materiais didáticos para o trabalho com leitura e produção de textos: livro impresso, cartazes, vídeos curtos, fichas de exercícios, podcast, jornais e objetos do cotidiano trazidos pelos estudantes. Ao planejar a aula, ela considera que o material didático precisa dialogar com a experiência de vida do grupo e apoiar objetivos de aprendizagem significativos.","Considerando o contexto apresentado, assinale a alternativa que expressa a melhor decisão pedagógica.",,,,,,,"seleciona materiais variados e contextualizados, articulando-os às experiências dos estudantes para favorecer participação, compreensão e uso social da leitura.","prioriza exclusivamente o livro didático, pois a uniformidade do material garante maior controle do conteúdo e evita dispersão na EJA.","escolhe apenas recursos audiovisuais, porque a presença de imagens e sons substitui a necessidade de leitura e escrita nas aulas.","utiliza materiais repetitivos e descontextualizados, pois a familiaridade do formato reduz a complexidade cognitiva e acelera a aprendizagem.","restringe o uso de materiais ao exercício escrito, já que a prática sistemática de cópia é o recurso mais adequado para todos os estudantes.",A
432,QUÍMICA ORGÂNICA,Afirmação Incompleta,Analisar,"Um estudante investiga a acidez de ácidos monocarboxílicos de cadeia curta substituídos por átomos de cloro. Para isso, compara o pH de soluções equimolares de compostos como \ce{CH3CO2H}, \ce{ClCH2CO2H}, \ce{ClCH2CH2CO2H} e \ce{Cl2CHCO2H}, todas preparadas na mesma concentração e temperatura. Ele observa que certas soluções apresentam pH mais baixo, indicando maior grau de ionização e maior acidez. Em suas discussões, o estudante considera que substituintes halogênios exercem efeito indutivo retirador de elétrons, capaz de estabilizar a forma carboxilato, e que tanto a posição quanto o número de átomos de cloro na cadeia influenciam a facilidade de perda do próton ácido em solução aquosa.","Ao interpretar esses resultados experimentais, o estudante deve concluir que a acidez dos ácidos carboxílicos substituídos por cloro é maior quando",,,,,,,"o átomo de cloro está mais próximo do grupo carboxila e há maior número de átomos de cloro na cadeia, favorecendo a estabilização da base conjugada por efeito indutivo retirador de elétrons.","o átomo de cloro está mais afastado do grupo carboxila e há menor número de átomos de cloro na cadeia, reduzindo a estabilização da base conjugada por efeito indutivo retirador de elétrons.","o átomo de cloro está mais próximo do grupo carboxila e há menor número de átomos de cloro na cadeia, diminuindo o efeito indutivo retirador de elétrons sobre a base conjugada.","o átomo de cloro está mais afastado do grupo carboxila e há maior número de átomos de cloro na cadeia, intensificando a doação eletrônica para a base conjugada.","o átomo de cloro está mais próximo do grupo carboxila e há maior número de átomos de cloro na cadeia, intensificando a desestabilização da base conjugada por efeito doador de elétrons.",A
438,Geografia Econômica,Múltipla Escolha Simples,Avaliar,"Em um seminário de planejamento territorial, uma pesquisadora foi convidada a orientar uma prefeitura sobre a instalação de um polo logístico em uma área que concentra pequenas propriedades rurais, um rio navegável e vínculos comerciais antigos com cidades próximas. Antes de propor medidas, ela reuniu séries de produção, circulação de mercadorias, uso do solo, emprego e redes de transporte ao longo do tempo. Em seguida, comparou esses dados com a forma como a região se integrou ao mercado nacional, buscando mostrar que a dinâmica econômica local não pode ser compreendida apenas pelos preços ou pela renda. A equipe esperava um parecer capaz de articular atividades produtivas, organização espacial e relações entre campo, cidade e infraestrutura, de modo a sustentar decisões públicas sobre localização, conectividade e impactos territoriais.",Identifique a alternativa que corresponde à conduta que a pesquisadora deve adotar para avaliar a proposta da prefeitura à luz da Geografia econômica.,,,,,,,"Analisar a localização do polo logístico em relação às redes de transporte, aos fluxos produtivos e à distribuição das atividades no território, justificando os impactos espaciais esperados.","Comparar a arrecadação municipal com a renda média da população, recomendando a obra se o retorno fiscal superar o custo imediato da implantação.","Defender a instalação do polo com base exclusiva no aumento previsto das exportações, desconsiderando a organização do espaço regional e as conexões existentes.","Criticar a decisão municipal com base apenas na preservação da paisagem rural, sem relacionar o empreendimento às articulações entre produção, circulação e território.","Elaborar um parecer restrito ao volume de mercadorias transportadas, tomando esse indicador como suficiente para orientar a escolha da área e dispensar outras variáveis territoriais.",A
439,RESPONSABILIDADE SOCIAL E AMBIENTAL,Múltipla Escolha Complexa,Avaliar,"Uma ONG ambiental atua há anos em uma região marcada pelo avanço de empreendimentos intensivos em recursos naturais e por conflitos entre comunidades locais, empresas e poder público. Diante do aumento de denúncias sobre contaminação de rios, supressão de vegetação nativa e precariedade na gestão de resíduos, a ONG busca redefinir sua estratégia para influenciar a agenda ambiental regional. A equipe discute diferentes possibilidades de atuação: concentrar esforços em campanhas de comunicação nas redes sociais, dedicar-se exclusivamente à assistência técnica a pequenas empresas, intensificar o monitoramento e a denúncia formal de irregularidades e ampliar espaços de diálogo entre comunidades, empresas e gestores públicos. O desafio é articular essas iniciativas de modo coerente com a complexidade dos problemas do Antropoceno, fortalecendo valores de justiça socioambiental, transparência e corresponsabilidade coletiva.","Considerando o contexto apresentado, é correto APENAS o que se afirma em:","A ONG deve priorizar ações de monitoramento independente dos impactos ambientais e sociais dos empreendimentos, articulando essas evidências em denúncias fundamentadas e em proposições de políticas públicas regionais.","A ONG deve concentrar suas ações em campanhas digitais emotivas, ainda que pouco embasadas em dados locais, pois isso tende a gerar grande repercussão e a pressionar, por si só, empresas e governos a adotarem práticas mais sustentáveis.","A ONG deve estruturar espaços permanentes de diálogo entre comunidades afetadas, empresas e gestores públicos, com foco em pactuar compromissos verificáveis de redução de impactos e de proteção dos recursos naturais.","A ONG deve restringir sua atuação ao apoio técnico a pequenas empresas que já demonstram interesse em reduzir impactos, evitando envolver-se em conflitos com grandes empreendimentos ou em debates sobre políticas públicas.",,,I e III estão corretas,II e IV estão corretas,"I, II e III estão corretas","I, II e IV estão corretas","I, II, III e IV estão corretas",A
440,Semântica,Afirmação Incompleta,Compreender,"Em uma atividade de leitura de anúncios, uma turma analisa uma peça publicitária de restaurante que usa a expressão “sabor de casa” para atrair o público. Durante a discussão, a professora orienta os estudantes a observar que, em textos desse gênero, o sentido de certas expressões não se limita ao significado registrado no dicionário. No anúncio, a escolha lexical sugere lembranças, acolhimento e confiança, aproximando o produto de experiências afetivas compartilhadas pelos leitores. A atividade pede que os alunos reconheçam como o valor de uma expressão se constrói no contexto de uso e como essa construção se relaciona às relações de sentido estudadas na semântica lexical.","Nesse contexto, a professora deve recomendar que os alunos interpretem “sabor de casa” privilegiando",,,,,,,"o efeito de sentido produzido pelo uso contextual da expressão, articulando valores afetivos associados à experiência de acolhimento.","o significado literal da palavra “casa”, restringindo a leitura ao espaço físico de moradia mencionado no anúncio.","a relação de oposição entre a expressão e a ideia de refeição fora do lar, destacando um contraste direto no anúncio.",a organização do vocabulário do anúncio em um campo lexical formado por objetos e ambientes domésticos.,"o valor estável da expressão como sinônimo de moradia, independentemente da situação comunicativa.",A
442,Educação de Jovens e Adultos,Afirmação Incompleta,Avaliar,"Em uma turma de Educação de Jovens e Adultos, uma professora planeja uma sequência de aulas sobre literatura de cordel para o primeiro segmento. O grupo reúne estudantes com trajetórias muito distintas: alguns retomam os estudos após longos anos fora da escola, outros conciliam trabalho, cuidado com a família e frequência irregular. Ao perceber que parte da turma demonstra maior interesse por temas do cotidiano do bairro, do mundo do trabalho e das experiências migratórias, a docente decide organizar um percurso de aprendizagem que valorize essas vivências, sem reduzir o estudo ao entretenimento. Ela também precisa definir objetivos claros para orientar as atividades de leitura, oralidade e escrita, de modo que os estudantes compreendam o que se espera que aprendam ao longo da sequência e como esses conhecimentos dialogam com a vida social.","Nesse planejamento, a professora deverá priorizar objetivos que",,,,,,,"articulem leitura, escrita e interpretação de cordéis a situações reais da vida dos estudantes, com metas progressivas de compreensão, produção e uso social da linguagem.","restrinjam as atividades à memorização de versos e à reprodução fiel de textos consagrados, para garantir uniformidade na turma.","substituam a análise dos textos por exercícios isolados de cópia e caligrafia, preservando o foco no domínio mecânico do código escrito.","organizem a sequência em torno de conteúdos abstratos desvinculados das experiências do grupo, para assegurar maior neutralidade pedagógica.","concentrem-se na exposição oral da professora sobre a história do cordel, sem encaminhar situações de leitura, escrita e debate pelos estudantes.",A
444,ARTE CONTEMPORÂNEA,Múltipla Escolha Complexa,Avaliar,"Uma curadora independente foi convidada a organizar uma mostra on-line de internet art produzida por um coletivo que atua de forma anônima em redes sociais e ambientes imersivos na web. As obras existem apenas em ambientes digitais, dependem de interação dos visitantes e são constantemente modificadas por algoritmos e pela participação do público. Parte da crítica local insiste em identificar um responsável principal pelas criações, argumentando que a ausência de um nome consagrado dificultaria sua inserção no circuito institucional. O coletivo, por sua vez, defende que a força do trabalho está na circulação, na experiência compartilhada e na reapropriação de conteúdos. A curadora precisa decidir critérios de seleção, apresentação e mediação das obras para um público amplo, pouco familiarizado com essas práticas.","Considerando o contexto apresentado, é correto APENAS o que se afirma em:","Ao produzir materiais de mediação que enfatizem como as obras se transformam pela interação do público e pela circulação em diferentes plataformas, a curadora valoriza a experiência coletiva, em vez de hierarquizar a mostra pela identificação de um autor principal.","Ao exigir que o coletivo indique nominalmente um líder criativo para ser destacado em todo o material de divulgação, a curadora reforça a lógica de reconhecimento individual, aproximando a mostra de modelos tradicionais de autoria, o que não corresponde às dinâmicas específicas de autoria diluída e anonimato presentes em grande parte da internet art.","Ao organizar a exposição de modo que cada obra seja apresentada com um histórico de versões, comentários de usuários e ramificações colaborativas, a curadora evidencia como o anonimato reconfigura a recepção, deslocando o foco para processos compartilhados.","Ao restringir o acesso às obras interativas apenas a visitantes previamente cadastrados e identificados nominalmente, a curadora garante maior controle sobre a autoria das intervenções do público, mas limita a abertura e a circulação ampla, o que contraria aspectos centrais da internet art e não é indispensável para sua valorização crítica.",,,I e III estão corretas,II e IV estão corretas,"I, II e III estão corretas","I, II e IV estão corretas","I, II, III e IV estão corretas",A
446,QUÍMICA ORGÂNICA,Afirmação Incompleta,Analisar,"Um grupo de estudantes analisa a descrição histórica de uma molécula com fórmula $C_6H_6$, cujo estudo levou à consolidação de ideias sobre como os átomos se conectam em compostos de carbono. Eles discutem que, na época, era necessário construir um modelo estrutural em que cada carbono realizasse quatro ligações e cada hidrogênio realizasse uma ligação, mantendo a razão 1:1 entre átomos de carbono e hidrogênio. Para representar essa molécula, um pesquisador do século XIX propôs uma estrutura cíclica em que seis átomos de carbono se conectam em um anel, permitindo distribuir ligações múltiplas sem violar a valência dos átomos. Os estudantes pretendem examinar como essa proposta se relaciona com a proporção atômica observada e com o desafio de explicar o comportamento químico peculiar desse composto aromático.","Ao analisar a proposta estrutural cíclica para o benzeno atribuída a um pesquisador do século XIX, o estudante organiza corretamente a relação entre a fórmula $C_6H_6$ e essa representação ao concluir que essa proposta",,,,,,,"distribui três ligações duplas em um anel de seis carbonos, mantendo cada carbono com quatro ligações e preservando a razão 1:1 entre carbonos e hidrogênios.","localiza seis ligações duplas consecutivas no anel de seis carbonos, mantendo cada carbono com duas ligações e relacionando essa organização à estabilidade do composto.","organiza um encadeamento linear de seis carbonos com ligações alternadas, reduzindo o número de hidrogênios necessários para satisfazer a valência do carbono.","atribui a estrutura a três unidades $CH_2$ e três unidades $CH$ com ligações triplas isoladas no anel, ajustando a valência por meio dessas múltiplas ligações.","reúne quatro carbonos em um anel e dois em uma cadeia lateral, utilizando duas ligações duplas externas para compatibilizar a fórmula $C_6H_6$ com a representação proposta.",A
448,QUÍMICA ORGÂNICA,Afirmação Incompleta,Aplicar,"Um estudante de Química Orgânica precisa planejar uma síntese em que um haleto de alquila secundário seja convertido em um único alceno majoritário, minimizando a formação de produtos de substituição. No laboratório, ele dispõe de diferentes bases, variando em força e volumosa estérica, e pode ajustar tanto a temperatura quanto a concentração dos reagentes. Em testes preliminares, ao empregar uma base volumosa em baixa temperatura, o estudante observou formação significativa de produto de substituição, além de mistura de alcenos. Em outra tentativa, ao utilizar um solvente adequado e aquecimento controlado com uma base forte, percebeu aumento expressivo do rendimento do alceno mais substituído. O estudante precisa, então, decidir qual estratégia adotar para favorecer a abstração do próton em posição beta de modo competitivo em relação à substituição e otimizar a formação do alceno desejado","Para avaliar a estratégia do estudante na otimização da eliminação em haletos de alquila secundários visando maximizar a formação de um alceno mais substituído, a conduta mais adequada é que ele",,,,,,,"ajuste a reação para o uso de uma base forte em concentração elevada, sob aquecimento moderado, de modo a favorecer a abstração do próton beta em relação à substituição","mantenha a base volumosa em baixa temperatura e reduza a concentração do haleto de alquila, procurando limitar colisões que conduzam à substituição","substitua a base forte por uma base mais fraca e diminua a temperatura, buscando reduzir a reatividade global e, assim, restringir a formação de produtos indesejados","opte por empregar uma base volumosa sob aquecimento intenso, considerando que o aumento de temperatura tenderá a direcionar a reação para o alceno mais substituído","passe a trabalhar em temperatura ambiente com uma base moderada e aumente a concentração do haleto de alquila, apostando que a maior disponibilidade de substrato garantirá a formação preferencial do alceno",A
454,MICROBIOLOGIA E IMUNOLOGIA,Múltipla Escolha Complexa,Avaliar,"Em uma UTI, um paciente idoso, diabético e submetido recentemente a cirurgia abdominal evolui com hipotensão, taquicardia, taquipneia e queda abrupta da diurese após dois dias de internação. Apresenta febre alta e extremidades frias. O médico identifica foco infeccioso provável no trato urinário, solicita hemoculturas, cultura de urina e inicia antibioticoterapia empírica de amplo espectro. A equipe de enfermagem observa rebaixamento progressivo do nível de consciência e piora da perfusão periférica ao longo das horas seguintes. Exames laboratoriais subsequentes evidenciam aumento importante de marcadores inflamatórios, acidose metabólica e elevação de enzimas hepáticas e creatinina. Diante do quadro de sepse com disfunção de múltiplos órgãos em potencial, a equipe multiprofissional discute condutas para prevenir deterioração adicional decorrente da disseminação bacteriana pela corrente sanguínea.","Considerando o contexto apresentado, é correto APENAS o que se afirma em:","O médico reavalia precocemente o esquema antimicrobiano à luz da evolução clínica e de exames complementares, considerando ajustes de dose e possível ampliação ou troca do antibiótico caso surjam sinais de piora hemodinâmica e laboratorial antes do resultado final das culturas.","A equipe de enfermagem intensifica o monitoramento da diurese horária, da pressão arterial invasiva e do estado mental, comunicando prontamente variações significativas para subsidiar decisões rápidas de suporte a órgãos em risco.","O intensivista, ao reconhecer a piora da perfusão sistêmica, associa de forma precoce fluidoterapia guiada por parâmetros hemodinâmicos e suporte vasopressor, visando restabelecer a oxigenação tecidual e conter a progressão da disfunção de múltiplos órgãos.","O infectologista opta por restringir a investigação diagnóstica adicional e o suporte avançado, concentrando-se apenas na prescrição de antibiótico de amplo espectro, sob o argumento de que a reversão da infecção por si só é suficiente para prevenir a falência de órgãos.",,,I e III estão corretas,II e IV estão corretas,"I, II e III estão corretas","I, II e IV estão corretas","I, II, III e IV estão corretas",C
457,Semântica,Afirmação Incompleta,Avaliar,"A Semântica integra a linguística e investiga como os significados são construídos, interpretados e relacionados entre si no uso da língua. Em sua consolidação como disciplina, passou a distinguir com maior precisão o que é estudado no nível do significado e o que pertence a outras dimensões da linguagem.","Nessa perspectiva, a Semântica pode ser definida, de modo mais preciso, como o ramo da linguística que estuda ...",,,,,,,"o significado das palavras, frases e textos e as relações de sentido que se estabelecem na linguagem.",apenas as regras de combinação sintática que organizam a ordem dos constituintes na oração.,exclusivamente os sons da fala e suas variações em diferentes contextos comunicativos.,somente a origem histórica das palavras e as mudanças etimológicas ao longo do tempo.,a estrutura formal dos grafemas e a convenção ortográfica de uma língua escrita.,A
463,ENSINO E APRENDIZAGEM DA LÍNGUA PORTUGUESA,Múltipla Escolha Complexa,Avaliar,"Uma professora dos anos iniciais, ao planejar uma sequência de aulas de língua portuguesa, decide reorganizar o trabalho com a escrita e a leitura. Ela observa que seus alunos produzem textos muito curtos, com frases copiadas de exemplos prontos, e que demonstram pouco interesse em revisar o que escrevem. Em reuniões pedagógicas, a escola enfatiza a importância de que as crianças usem a língua para participar de situações reais de interação, dentro e fora da sala de aula. Em função disso, a professora pretende rever as atividades que vinha propondo, antes centradas em exercícios de completar frases, transformar tempos verbais e copiar parágrafos-modelo. Ela deseja que os alunos escrevam e leiam com finalidade clara para interlocutores definidos, sem deixar de considerar aspectos de correção linguística ao longo do percurso.","Considerando o contexto apresentado, é correto APENAS o que se afirma em:","Ao propor que as crianças produzem bilhetes, convites e pequenas notícias destinados a colegas, familiares ou outros grupos da escola, a professora prioriza situações de uso real da escrita, em que o texto é planejado para interlocutores concretos.","Ao organizar a aula de escrita a partir de listas de frases soltas para completar com palavras indicadas, a professora garante que o foco permaneça nas formas linguísticas, dispensando a necessidade de um texto com sentido global.","Ao reservar momentos em que os alunos relêem seus textos em duplas, perguntando se o texto está compreensível para quem vai receber a mensagem, a professora faz da revisão uma etapa orientada pela construção de sentido do texto.","Ao selecionar apenas textos curtos e previsíveis, nos quais os alunos possam localizar palavras e copiar estruturas, a professora assegura que o trabalho textual se mantenha subordinado ao treino de itens de vocabulário e de regras.",,,I e III estão corretas,II e IV estão corretas,II e III estão corretas,"I, II e III estão corretas","I, II, III e IV estão corretas",A
464,Morfossintaxe da língua inglesa,Asserção-Razão,Avaliar,"Durante a revisão de uma atividade didática em inglês, uma professora comparou diferentes formas de acrescentar informação a um sintagma nominal em um anúncio voltado a estudantes de intercâmbio. Em uma versão, a caracterização aparecia integrada ao nome, funcionando como parte da descrição do referente. Em outra, a informação surgia em uma construção mais independente, capaz de modificar a oração como um todo e de deslocar o foco interpretativo. Ao analisar o efeito de cada escolha, a professora observou que a posição e a classe da expressão alteravam o grau de vínculo com o substantivo e a leitura semântica do enunciado. Nesse contexto, a distinção entre grupos adjetivais e grupos adverbiais é decisiva para compreender como a língua organiza a precisão da mensagem e a intencionalidade discursiva.","A respeito dessas asserções, assinale a alternativa correta.",,,,,"Ao reescrever a informação como um grupo adjetival posposto ao núcleo nominal, a professora pode manter a caracterização integrada ao referente e reduzir a possibilidade de leitura meramente circunstancial.","PORQUE a deslocação da caracterização para um grupo adverbial independente tende a modificar a oração como um todo, e não a atribuir uma propriedade diretamente ao substantivo.","As duas asserções são proposições verdadeiras, e a segunda é uma justificativa correta da primeira.","As duas asserções são proposições verdadeiras, mas a segunda não é uma justificativa correta da primeira.","A primeira asserção é uma proposição verdadeira, e a segunda é uma proposição falsa.","A primeira asserção é uma proposição falsa, e a segunda é uma proposição verdadeira.",As duas asserções são proposições falsas.,A
467,CÁLCULO DIFERENCIAL E INTEGRAL II,Múltipla Escolha Complexa,Aplicar,"Um engenheiro precisa estimar a área de uma região plana D que representa a seção transversal de uma peça metálica. A região D é delimitada, no plano $xy$, pelo eixo $x$, pelo eixo $y$ e por uma curva que relaciona $x$ e $y$ de forma não linear, formando um contorno curvo entre os eixos coordenados. Para modelar matematicamente essa região, o engenheiro decide expressar a área de D por meio de uma integral dupla da função $f(x,y)=1$ sobre D. Ele avalia diferentes maneiras de descrever D: usando intervalos em $x$ com limites em $y$ dependentes de $x$, usando intervalos em $y$ com limites em $x$ dependentes de $y$ ou usando apenas limites constantes que definem um retângulo que contém D. Seu objetivo é escolher uma formulação que represente corretamente a área da região D.","Considerando o contexto apresentado, é correto APENAS o que se afirma em:","Adotar uma descrição de D em que $x$ varia em um intervalo fechado $[a,b]$ e, para cada $x$ nesse intervalo, $y$ varia entre duas funções contínuas de $x$, ajustadas ao contorno curvo observado, garantindo que a integral dupla de $f(x,y)=1$ cubra exatamente a região D.","Escolher representar D apenas por um retângulo que contenha totalmente a região, usando limites constantes em $x$ e $y$ na integral de $f(x,y)=1$, aceitando que a área calculada será superestimada, e considerando essa aproximação matematicamente adequada para representar a área de D.","Reformular a descrição de D em termos de um intervalo $[c,d]$ para $y$ e, para cada $y$ nesse intervalo, dois limites em $x$ dados por funções contínuas de $y$ que coincidam com o contorno curvo e com os eixos coordenados, assegurando que a integral dupla de $f(x,y)=1$ represente apenas a região D.","Manter a descrição de D fixa em termos de intervalos em $x$ com limites em $y$ independentes de $x$, de modo que a integral dupla represente necessariamente uma região retangular que não coincide com D, e ainda assim considerar esse procedimento matematicamente correto para determinar a área de D.",,,I e III estão corretas,II e IV estão corretas,I e III estão corretas,"I, II e III estão corretas","I, II, III e IV estão corretas",A
470,Morfossintaxe da Língua Inglesa,Múltipla Escolha Simples,Avaliar,"Em usos cotidianos do inglês, a escolha entre Simple Present, Present Continuous e a combinação de presente com marcadores de frequência ou de futuridade depende da relação entre hábito, ação em progresso e planejamento. Considere, por exemplo, enunciados como: 'She usually works from home', 'He is studying now' e 'We are meeting the client tomorrow'.","Em inglês, a forma verbal mais adequada para expressar uma ação em progresso no momento da fala é o __________.",,,,,,,"Simple Present, especialmente quando acompanhado de adverbs of frequency.","Present Continuous, formado por verbo auxiliar + verbo principal com -ing.","Simple Present, usado para planos futuros já definidos.","Present Continuous, usado apenas para hábitos e rotinas regulares.","Simple Past, quando a ação ocorre no instante da fala.",B
478,ARTE CONTEMPORÂNEA,Asserção-Razão,Analisar,"No contexto das transformações do moderno ao contemporâneo, alguns artistas adotam uma postura que desloca a ação criativa do fazer manual para o ato de selecionar e reposicionar objetos provenientes da produção em série. Ao inserir esses itens em situações expositivas, esses artistas diferenciam o uso cotidiano da experiência estética, explorando o contraste entre função utilitária e atribuição de valor simbólico. Nessa operação, a decisão sobre o objeto, o modo como é apresentado e o enquadramento institucional tornam-se elementos centrais para o questionamento de convenções sobre autoria, originalidade e habilidade técnica. A escolha dos objetos industrializados não se limita a ilustrar a vida moderna, mas organiza relações críticas entre consumo, anonimato da fabricação e participação do público, que é convocado a reexaminar o que normalmente passaria despercebido no dia a dia.","A respeito dessas asserções, assinale a alternativa correta.",,,,,"I. A seleção de um objeto industrializado do cotidiano e sua apresentação em um contexto expositivo podem diferenciar esse objeto de seu uso habitual, organizando uma experiência estética voltada ao questionamento de valores tradicionais de arte.","II. Essa diferenciação ocorre porque, ao deslocar o objeto de seu ambiente funcional para um espaço de exposição, o artista atribui a ele novos sentidos simbólicos e críticos, reorganizando a relação entre função, contexto e percepção do público.","As asserções I e II são proposições verdadeiras, mas a II não justifica a I",As asserções I e II são proposições verdadeiras e a II justifica a I,"A asserção I é uma proposição verdadeira e a II, falsa","A asserção I é uma proposição falsa e a II, verdadeira",As asserções I e II são proposições falsas,B
483,Geometria Espacial,Múltipla Escolha Simples,Avaliar,"Em um estudo de geometria espacial, um aluno analisa um prisma cuja base é um hexágono regular e cuja altura mede 12 cm. Para resolver corretamente o problema, ele precisa reconhecer as características do sólido e aplicar a relação entre área da base, área lateral e volume.","Se a área da base desse prisma é $18\,\text{cm}^2$ e a altura é $12\,\text{cm}$, então o volume do prisma é",,,,,,,"$216\,\text{cm}^3$.","$144\,\text{cm}^3$.","$96\,\text{cm}^3$.","$54\,\text{cm}^3$.","$30\,\text{cm}^3$.",A
485,Morfossintaxe da Língua Inglesa,Afirmação Incompleta,Avaliar,"In English morphosyntax, prepositional phrases, adverbial phrases, and adjective phrases can function as modifiers that expand meaning in discourse and in classroom interaction. Their distribution and syntactic role help distinguish how information is organized in clauses and how speakers express stance, time, place, and description.","Considering the use of phrases in English, it is NOT incorrect to state that a prepositional phrase typically functions as a(n) ...",,,,,,,"modifier headed by a preposition,","verb phrase with tense marking,","subject noun phrase head,","finite clause without a preposition,",adjective used as predicate.,A
489,Educação de Jovens e Adultos,Afirmação Incompleta,Avaliar,"A Educação de Jovens e Adultos (EJA) atende sujeitos com trajetórias escolares e de vida marcadas por desigualdades, interrupções e diferentes motivações para retomar os estudos. Em contextos contemporâneos, o trabalho pedagógico com esse público exige leitura crítica de suas características e necessidades, de modo a evitar práticas homogêneas e descontextualizadas.","Considerando as características e necessidades do público da EJA, uma proposta pedagógica adequada deve priorizar a",,,,,,,valorização das experiências de vida dos estudantes e a articulação dos conteúdos escolares com suas necessidades concretas.,padronização das atividades e o mesmo ritmo de aprendizagem previsto para crianças e adolescentes do ensino regular.,"repetição mecânica de conteúdos básicos, com foco exclusivo na memorização e sem relação com a realidade dos educandos.","seleção de conteúdos apenas acadêmicos, desconsiderando os saberes prévios e as trajetórias sociais dos estudantes.","centralidade na transmissão uniforme de conteúdos, independentemente da diversidade etária, cultural e social da turma.",A
493,Morfossintaxe da Língua Inglesa,Múltipla Escolha Simples,Avaliar,"During a planning meeting for a community radio program, the host needs to report an observation about two volunteers. One of them is certain to be able to record the interview because she has already confirmed access to the studio and the necessary equipment. The other volunteer is not guaranteed to join, but there are signs that he is likely to help if his class ends early. To avoid sounding too definite about the second volunteer, the host chooses expressions that match the degree of certainty in each case.","Considering the context, which option best completes the host’s report by using modal verbs and phrasal modal counterparts appropriately?",,,,,,,"She can record the interview, and he may well help if his class ends early.","She must record the interview, and he will help if his class ends early.","She might record the interview, and he can help if his class ends early.","She could be able to record the interview, and he should help if his class ends early.","She may have to record the interview, and he ought to help if his class ends early.",A
500,ANALISE DE INVESTIMENTOS E FONTES DE FINANCIAMENTO,Afirmação Incompleta,Analisar,"Uma indústria de equipamentos hospitalares apresenta forte crescimento nas vendas, porém seu ciclo financeiro sofre oscilações relevantes decorrentes de variações em estoques e prazos de recebimento de clientes. No balanço patrimonial, observa-se elevada concentração de obrigações de curto prazo junto a um único banco, originadas de contratos de capital de giro com juros pós-fixados e revisões periódicas de limite. O diretor financeiro identifica que essa dependência aumenta o risco de mudanças unilaterais na política de crédito do credor, com potencial impacto na liquidez. Para o próximo exercício, ele pretende reduzir a vulnerabilidade à concentração bancária, mantendo, entretanto, acesso a instrumentos de financiamento que permitam cobrir déficits sazonais de caixa com agilidade, inclusive por meio da combinação de diferentes fontes de curto prazo.","Na situação descrita, ao avaliar simultaneamente a necessidade de reduzir o risco de concentração de crédito e de preservar flexibilidade operacional no uso de fontes bancárias de curto prazo, a decisão mais adequada do diretor financeiro consiste em",,,,,,,"negociar com o banco atual a substituição integral das linhas de capital de giro por um contrato de crédito rotativo de maior limite, aceitando concentrar garantias em troca de uma redução imediata da taxa de juros.","reduzir gradualmente a utilização das linhas pós-fixadas com o banco atual e contratar linhas de crédito de curto prazo em instituições diferentes, ajustando limites menores em cada uma para diluir a exposição a um credor específico.","cancelar as linhas de crédito já existentes e passar a financiar déficits de caixa com adiantamentos de clientes, alongando prazos de entrega dos pedidos para acomodar o novo fluxo de recebimentos.","manter a dependência do banco atual e renegociar todos os contratos para prazos mais curtos, priorizando a renovação frequente das linhas ainda que isso implique maior variação das taxas ao longo do ano.","concentrar todas as operações de financiamento em uma única linha bancária de longo prazo, utilizando-a também para cobrir variações diárias de caixa, com o objetivo de reduzir o número de contratos e simplificar o controle financeiro.",B
503,Semântica,Múltipla Escolha Simples,Avaliar,"Em uma aula de língua portuguesa, um estudante afirma que, para analisar o funcionamento de expressões como ""casa"", ""lar"" e ""residência"", basta consultar o dicionário e identificar o valor estável de cada palavra. A professora, porém, ressalta que a análise semântica também considera as relações de sentido produzidas pelo uso das palavras em contextos específicos, pois o significado não se reduz a uma definição isolada.","Com base nessa situação, qual alternativa expressa melhor o objeto de estudo da Semântica?",,,,,,,"O estudo exclusivo da forma gráfica das palavras, independentemente de qualquer relação de sentido.","O estudo da construção sintática das frases, com foco apenas na ordem dos constituintes.","O estudo do significado e do sentido, considerando como as palavras e enunciados produzem efeitos de sentido no uso.","O estudo da origem histórica das palavras, sem atenção ao uso atual ou às relações de interpretação.","O estudo apenas das regras de pronúncia, já que o sentido decorre diretamente dos sons da fala.",C
505,Cálculo Diferencial e Integral III,Afirmação Incompleta,Avaliar,"Em uma região do espaço descrita por uma transformação de coordenadas, o uso de uma mudança adequada pode simplificar a avaliação de integrais triplas ao adaptar o elemento de volume à nova parametrização.","Ao realizar a mudança de variáveis em uma integral tripla, o fator que corrige a distorção geométrica do elemento de volume é dado pelo ...",,,,,,,módulo do determinante da matriz jacobiana da transformação.,determinante da matriz Hessiana da função integranda.,gradiente da transformação avaliado no ponto de integração.,traço da matriz jacobiana da transformação.,produto dos autovalores da matriz da integral original.,A
