question_id,question_type,discipline,taxonomy_level,base_text,stem,statement_i,statement_ii,statement_iii,statement_iv,assertion_i,assertion_ii,option_a,option_b,option_c,option_d,option_e,correct_option,o_que_melhorar,n_melhorias,n_fe,n_ap,n_apl
331,Múltipla Escolha Simples,quimica organica,Aplicar,"Uma equipe em laboratório pretende otimizar a síntese de um álcool a partir de um haleto de alquila por substituição nucleofílica. O roteiro experimental sugere inicialmente o uso de 1-bromopropano com solução aquosa de NaOH, em meio moderadamente polar, para obtenção de 1-propanol. Em uma segunda etapa, a equipe considera testar um haleto de alquila diferente, mantendo o mesmo nucleófilo, a fim de aumentar o rendimento. Durante a reunião de planejamento, surgem propostas que envolvem variar o tipo de halogênio ligado ao carbono e alterar a estrutura do substrato, sem modificar o nucleófilo nem o solvente. O objetivo é escolher um novo haleto de alquila que favoreça a reação de substituição, explorando adequadamente a polarização da ligação C–X e a estabilidade do grupo de saída.","Com base na situação descrita, identifique a alternativa que apresenta a escolha de haleto de alquila mais compatível com o objetivo de favorecer a substituição nucleofílica, considerando a polarização da ligação C–X e a facilidade de saída do grupo ligado ao carbono.",,,,,,,"Selecionar 1-iodopropano em lugar de 1-bromopropano, mantendo o mesmo meio reacional, para explorar um grupo de saída que se afasta com maior facilidade do carbono e intensificar a reação de substituição.","Substituir 1-bromopropano por 1-fluoropropano, preservando todas as demais condições, para reforçar a ligação C–F e evitar a perda do halogênio durante o ataque nucleofílico.","Trocar 1-bromopropano por 2-cloropropano, sem ajustar outras variáveis, para dificultar a aproximação do nucleófilo e reduzir a suscetibilidade do carbono ao ataque.","Escolher 1-bromobutano no lugar de 1-bromopropano, sem alterar solvente ou nucleófilo, para alongar a cadeia e diminuir a polarização da ligação C–Br, limitando a substituição.","Optar por 1-cloropropano em substituição a 1-bromopropano, mantendo o mesmo meio, para empregar um haleto cujo grupo ligado ao carbono permaneça mais firmemente associado durante a reação.",A,[FE] eliminar pista: palavra do enunciado só no gabarito | [AP] alinhar o verbo do enunciado ao Bloom declarado (detectado Lembrar vs declarado Aplicar) | [APL] reposicionar o gabarito (viés de letra no conjunto),3,1,1,1
334,Múltipla Escolha Simples,fisioterapia dermatofuncional,Aplicar,"Um paciente de 32 anos, vítima de queimadura térmica em tronco e membros superiores há três meses, é encaminhado para atendimento fisioterapêutico em ambulatório. Na avaliação, observam-se áreas com eritema persistente, espessamento cutâneo, brilho acentuado e bordas da cicatriz elevadas, ultrapassando discretamente os limites da lesão inicial em ombro e face anterior do cotovelo direito. O paciente relata prurido intenso, sensação de repuxamento e desconforto ao movimentar o membro. À inspeção, nota-se redução da mobilidade superficial da pele e tendência à flexão do cotovelo em repouso, indicando risco de contratura. Considerando o estágio de remodelação cicatricial e a necessidade de controle da hipertrofia e da retração tecidual, o fisioterapeuta decide inserir recurso compressivo como componente central do plano terapêutico.","Considerando a situação descrita, identifique a alternativa que apresenta um procedimento condizente com o uso adequado de técnica compressiva na atenção fisioterapêutica ao paciente queimado.",,,,,,,"Usar malha compressiva sob medida, com pressão graduada e uso diário prolongado, realizando ajustes periódicos conforme a remodelação cicatricial e a redução do edema.","Aplicar bandagem elástica leve durante as sessões e em parte do dia, priorizando conforto imediato, sem planejamento de uso prolongado para remodelação cicatricial.","Implementar compressão intermitente intensa, alternando períodos curtos de pressão máxima e retirada completa do dispositivo, com foco principal na redução do prurido local.","Executar compressão localizada sobre o centro mais elevado da cicatriz, deixando as bordas com menor pressão para preservar a circulação sanguínea nas áreas periféricas.","Usar malha ampla e frouxa sobre toda a região queimada, privilegiando a sensação de conforto, com ajustes esporádicos, evitando aumento da sensação de repuxamento local.",A,[FE] eliminar pista: palavra do enunciado só no gabarito | [AP] alinhar o verbo do enunciado ao Bloom declarado (detectado Lembrar vs declarado Aplicar) | [APL] reposicionar o gabarito (viés de letra no conjunto),3,1,1,1
343,Múltipla Escolha Simples,geografia economica,Avaliar,"Ao analisar a formação do pensamento econômico, uma professora de Geografia Econômica apresenta o seguinte quadro: após a desagregação do feudalismo e a intensificação das rotas comerciais, certos autores passaram a valorizar a acumulação de metais e o papel do Estado na expansão comercial; em seguida, a fisiocracia defendeu a centralidade da terra e da produção agrícola; Adam Smith criticou essa visão e formulou a defesa do livre funcionamento dos mercados; mais tarde, Marx interpretou o capitalismo como sistema marcado pela exploração do trabalho e pelas contradições internas da acumulação; no século XX, Keynes sustentou que a economia poderia exigir intervenção estatal para enfrentar crises e desemprego.","Considerando a evolução histórica das ideias econômicas apresentada no texto-base, qual alternativa estabelece a relação correta entre esses pensadores e suas respectivas concepções?",,,,,,,O mercantilismo defendeu o livre-mercado sem intervenção estatal; a fisiocracia valorizou a indústria; Adam Smith criticou o liberalismo; Marx sustentou o equilíbrio espontâneo do capitalismo; Keynes rejeitou qualquer ação do Estado.,O mercantilismo associou riqueza à acumulação de metais e ao fortalecimento do Estado; a fisiocracia enfatizou a terra como fonte de riqueza; Adam Smith defendeu o livre-mercado; Marx destacou as contradições do capitalismo; Keynes justificou a intervenção estatal em crises.,O mercantilismo surgiu como crítica à expansão comercial; a fisiocracia defendeu a centralidade do comércio; Adam Smith propôs controle estatal integral da economia; Marx elaborou a teoria da utilidade marginal; Keynes explicou apenas o comércio internacional.,O mercantilismo priorizou a igualdade social e a propriedade coletiva; a fisiocracia rejeitou a produção agrícola; Adam Smith defendeu monopólios regulados; Marx sustentou a harmonia entre classes; Keynes propôs a extinção do Estado.,"O mercantilismo e a fisiocracia defenderam, em essência, a mesma ideia de economia autossuficiente, enquanto Smith, Marx e Keynes apenas adaptaram esse princípio sem alterar os fundamentos da organização econômica.",B,[FE] suavizar termos absolutos nos distratores | [FE] explicitar o comando do enunciado,2,2,0,0
356,Múltipla Escolha Simples,semantica,Avaliar,"Em uma aula de lexicografia, uma estudante consulta diferentes dicionários para analisar como a palavra “rede” é registrada. Em um deles, aparecem várias acepções: estrutura de fios para pescar, conjunto de computadores interligados e peça de descanso suspensa. Em outro, a entrada apresenta remissões para usos especializados e indica que a forma é tratada como substantivo feminino. A professora destaca que, para interpretar adequadamente essas informações, é preciso distinguir entre o estudo do vocabulário de uma língua e a técnica de elaboração de dicionários.","Considerando o texto-base, qual alternativa melhor avalia a relação entre lexicologia e lexicografia no tratamento da unidade lexical “rede”?",,,,,,,"A lexicologia descreve e organiza as entradas em dicionários, enquanto a lexicografia estuda o significado das palavras em uso.",A lexicografia analisa o funcionamento das palavras na língua e a lexicologia apenas registra as formas lexicais em verbetes.,"A lexicologia investiga o léxico e a significação lexical, ao passo que a lexicografia aplica esse conhecimento na elaboração e organização de dicionários.","A lexicografia restringe-se às palavras mais frequentes da língua, enquanto a lexicologia trata apenas de expressões fixas e provérbios.","A lexicologia e a lexicografia são termos equivalentes, pois ambos designam o conjunto de definições encontradas em um dicionário.",C,[FE] suavizar termos absolutos nos distratores | [FE] eliminar pista: palavra do enunciado só no gabarito | [FE] explicitar o comando do enunciado | [FE] tornar o texto-base necessário ou removê-lo,4,4,0,0
360,Múltipla Escolha Simples,microbiologia e imunologia,Analisar,"Um paciente de 67 anos, internado em unidade de terapia intensiva após cirurgia abdominal extensa, evolui com uso prolongado de cateter venoso central, nutrição parenteral e antibioticoterapia de amplo espectro por dez dias. Inicialmente estável, começa a apresentar febre, calafrios, queda progressiva da pressão arterial e taquicardia, associadas a sinais de hipoperfusão periférica. O hemograma evidencia leucocitose e aumento de marcadores inflamatórios. A equipe assistente discute se o quadro representa apenas a evolução local de uma infecção em sítio cirúrgico ou se há instalação de uma resposta inflamatória sistêmica de origem infecciosa, caracterizando sepse com risco de disfunção de múltiplos órgãos, a partir de um foco primário relacionado aos dispositivos invasivos utilizados durante a internação.","Com base na situação descrita, identifique a alternativa que apresenta a conclusão mais adequada sobre o quadro clínico do paciente.",,,,,,,"Relacionar o conjunto de sinais sistêmicos à instalação de sepse decorrente de foco infeccioso primário, com repercussão hemodinâmica e risco de disfunção de múltiplos órgãos.","Atribuir os sinais sistêmicos exclusivamente à resposta inflamatória localizada na ferida cirúrgica, sem considerar envolvimento disseminado.","Interpretar o quadro como efeito esperado do uso prolongado de antibióticos, sem associação com infecção ativa.","Correlacionar a hipotensão e a taquicardia predominantemente com o estresse cirúrgico tardio, desconsiderando o foco infeccioso previamente estabelecido.","Associar a febre e os calafrios a uma reativação da microbiota endógena restrita ao intestino, sem repercussão sistêmica.",A,[FE] encurtar o gabarito (mais longo que os distratores) | [AP] alinhar o verbo do enunciado ao Bloom declarado (detectado Lembrar vs declarado Analisar) | [APL] reposicionar o gabarito (viés de letra no conjunto),3,1,1,1
362,Afirmação Incompleta,geometria espacial,Avaliar,"Em um projeto de arquitetura, duas superfícies planas de uma estrutura são representadas por planos distintos no espaço tridimensional. A análise da posição relativa entre essas superfícies é essencial para definir o desenho e a montagem da estrutura.",Considere dois planos distintos no espaço tridimensional que possuem interseção vazia. Assinale a alternativa que identifica corretamente a posição relativa entre esses planos.,,,,,,,paralelos.,secantes.,coincidentes.,perpendiculares.,concorrentes em uma reta.,A,[FE] homogeneizar a extensão das alternativas (paralelismo) | [FE] tornar o texto-base necessário ou removê-lo | [APL] reposicionar o gabarito (viés de letra no conjunto),3,2,0,1
364,Múltipla Escolha Simples,geometria espacial,Avaliar,"Em uma aula de Geometria Espacial, o professor propõe a seguinte situação: três pontos distintos $A$, $B$ e $C$ não pertencem à mesma reta. Em seguida, ele pede aos alunos que analisem quais conclusões podem ser aceitas apenas com base nos postulados e conceitos primitivos da geometria, sem recorrer a demonstrações.","Considerando os elementos primitivos e os postulados da Geometria Espacial, qual afirmação é necessariamente válida nessa situação?",,,,,,,Os três pontos determinam exatamente um plano.,Os três pontos determinam exatamente uma reta e um plano.,"Dois pontos distintos determinam exatamente um plano, mas não determinam uma reta.","Três pontos quaisquer determinam sempre um único plano, mesmo quando são colineares.","Três pontos não colineares determinam infinitos planos distintos, pois não há postulado que limite essa relação.",A,[FE] alongar o gabarito (mais curto que os distratores) | [FE] explicitar o comando do enunciado | [FE] tornar o texto-base necessário ou removê-lo | [APL] reposicionar o gabarito (viés de letra no conjunto),4,3,0,1
374,Múltipla Escolha Simples,geografia economica,Avaliar,"A Geografia econômica consolidou-se como um campo voltado à análise da distribuição espacial das atividades produtivas, dos fluxos e das relações entre economia e território. No debate sobre sua constituição, autores clássicos e brasileiros contribuíram para definir seu objeto e seus métodos.","Nesse contexto, pode-se afirmar que a Geografia econômica é um sub-ramo da Geografia que se dedica ao estudo da organização espacial da produção, da circulação e do consumo de bens e serviços, sendo historicamente associada, entre outros, à obra de ...",,,,,,,"Alfred Weber, cuja análise da localização industrial se tornou referência para a compreensão da distribuição espacial das atividades econômicas.","Karl Marx, cuja teoria do valor e da mais-valia se aplicou diretamente à definição da Geografia econômica como ciência da produção.","Isaac Newton, cuja lei da gravitação universal explicou a localização das indústrias e a formação dos mercados regionais.","Ruy Barbosa, cuja obra estabeleceu os fundamentos da economia agrícola tropical e do planejamento geográfico do espaço brasileiro.","Mickey Mouse, cuja teoria das centralidades urbanas orientou a delimitação dos polos industriais no século XX.",A,[FE] eliminar pista: palavra do enunciado só no gabarito | [FE] explicitar o comando do enunciado | [FE] tornar o texto-base necessário ou removê-lo | [APL] reposicionar o gabarito (viés de letra no conjunto),4,3,0,1
405,Múltipla Escolha Simples,geometria espacial,Avaliar,"Em uma atividade de modelagem espacial, um estudante precisa representar um plano que contenha a reta $r$ e o ponto $P$, externo a $r$, de modo a garantir que a construção fique completamente determinada. Em seguida, ele discute com a turma quais afirmações sobre elementos primitivos e postulados da Geometria Espacial são compatíveis com essa construção.","Considerando a situação descrita e os postulados da Geometria Espacial, qual afirmação é a mais adequada para justificar a determinação do plano?",,,,,,,"Existe exatamente um plano que contém a reta $r$ e o ponto $P$, pois uma reta e um ponto fora dela determinam um plano.","Existem infinitos planos que contêm a reta $r$ e o ponto $P$, porque por uma reta passam infinitos planos distintos.","Não existe plano que contenha simultaneamente a reta $r$ e o ponto $P$, pois um ponto externo a uma reta não pode pertencer a nenhum plano com ela.","Existe exatamente um plano que contém $P$ e é paralelo a $r$, e esse plano é necessariamente o mesmo que contém $r$ e $P$.","Há apenas um plano que contém duas retas reversas, portanto a reta $r$ e o ponto $P$ também determinam, de forma equivalente, duas retas reversas.",A,[FE] suavizar termos absolutos nos distratores | [FE] explicitar o comando do enunciado | [APL] reposicionar o gabarito (viés de letra no conjunto),3,2,0,1
418,Múltipla Escolha Simples,semantica,Avaliar,"Em uma aula de linguística, uma estudante afirma: “A Semântica estuda apenas o sentido literal das palavras isoladas, enquanto o significado de uma frase depende exclusivamente da gramática”. O professor pede que a turma avalie essa afirmação à luz da definição de Semântica, considerando seu objeto de estudo e a distinção entre significado e sentido.","Com base nessa situação, qual avaliação melhor expressa a compreensão adequada da Semântica?",,,,,,,"A afirmação é inadequada, pois a Semântica investiga o significado construído por palavras, frases e textos em contexto, não se limitando ao valor literal de itens isolados.","A afirmação é adequada, pois a Semântica trata apenas da estrutura gramatical das sentenças, deixando o significado para a sintaxe.","A afirmação é adequada, porque sentido e significado são termos idênticos e, por isso, dependem exclusivamente do léxico de cada palavra.","A afirmação é inadequada, mas apenas porque a Semântica estuda exclusivamente a evolução histórica das palavras, e não a interpretação de enunciados.","A afirmação é adequada, já que a Semântica se restringe ao estudo de regras formais de combinação sonora, sem relação com interpretação.",A,[FE] suavizar termos absolutos nos distratores | [FE] explicitar o comando do enunciado | [APL] reposicionar o gabarito (viés de letra no conjunto),3,2,0,1
438,Múltipla Escolha Simples,geografia economica,Avaliar,"Em um seminário de planejamento territorial, uma pesquisadora foi convidada a orientar uma prefeitura sobre a instalação de um polo logístico em uma área que concentra pequenas propriedades rurais, um rio navegável e vínculos comerciais antigos com cidades próximas. Antes de propor medidas, ela reuniu séries de produção, circulação de mercadorias, uso do solo, emprego e redes de transporte ao longo do tempo. Em seguida, comparou esses dados com a forma como a região se integrou ao mercado nacional, buscando mostrar que a dinâmica econômica local não pode ser compreendida apenas pelos preços ou pela renda. A equipe esperava um parecer capaz de articular atividades produtivas, organização espacial e relações entre campo, cidade e infraestrutura, de modo a sustentar decisões públicas sobre localização, conectividade e impactos territoriais.",Identifique a alternativa que corresponde à conduta que a pesquisadora deve adotar para avaliar a proposta da prefeitura à luz da Geografia econômica.,,,,,,,"Analisar a localização do polo logístico em relação às redes de transporte, aos fluxos produtivos e à distribuição das atividades no território, justificando os impactos espaciais esperados.","Comparar a arrecadação municipal com a renda média da população, recomendando a obra se o retorno fiscal superar o custo imediato da implantação.","Defender a instalação do polo com base exclusiva no aumento previsto das exportações, desconsiderando a organização do espaço regional e as conexões existentes.","Criticar a decisão municipal com base apenas na preservação da paisagem rural, sem relacionar o empreendimento às articulações entre produção, circulação e território.","Elaborar um parecer restrito ao volume de mercadorias transportadas, tomando esse indicador como suficiente para orientar a escolha da área e dispensar outras variáveis territoriais.",A,[FE] tornar o texto-base necessário ou removê-lo | [AP] alinhar o verbo do enunciado ao Bloom declarado (detectado Lembrar vs declarado Avaliar) | [APL] reposicionar o gabarito (viés de letra no conjunto),3,1,1,1
457,Afirmação Incompleta,semantica,Avaliar,"A Semântica integra a linguística e investiga como os significados são construídos, interpretados e relacionados entre si no uso da língua. Em sua consolidação como disciplina, passou a distinguir com maior precisão o que é estudado no nível do significado e o que pertence a outras dimensões da linguagem.","Nessa perspectiva, a Semântica pode ser definida, de modo mais preciso, como o ramo da linguística que estuda ...",,,,,,,"o significado das palavras, frases e textos e as relações de sentido que se estabelecem na linguagem.",apenas as regras de combinação sintática que organizam a ordem dos constituintes na oração.,exclusivamente os sons da fala e suas variações em diferentes contextos comunicativos.,somente a origem histórica das palavras e as mudanças etimológicas ao longo do tempo.,a estrutura formal dos grafemas e a convenção ortográfica de uma língua escrita.,A,[FE] suavizar termos absolutos nos distratores | [FE] tornar o texto-base necessário ou removê-lo | [FE] conectar as alternativas ao conteúdo do item | [APL] reposicionar o gabarito (viés de letra no conjunto),4,3,0,1
470,Múltipla Escolha Simples,morfossintaxe da lingua inglesa,Avaliar,"Em usos cotidianos do inglês, a escolha entre Simple Present, Present Continuous e a combinação de presente com marcadores de frequência ou de futuridade depende da relação entre hábito, ação em progresso e planejamento. Considere, por exemplo, enunciados como: 'She usually works from home', 'He is studying now' e 'We are meeting the client tomorrow'.","Em inglês, a forma verbal mais adequada para expressar uma ação em progresso no momento da fala é o __________.",,,,,,,"Simple Present, especialmente quando acompanhado de adverbs of frequency.","Present Continuous, formado por verbo auxiliar + verbo principal com -ing.","Simple Present, usado para planos futuros já definidos.","Present Continuous, usado apenas para hábitos e rotinas regulares.","Simple Past, quando a ação ocorre no instante da fala.",B,[FE] explicitar o comando do enunciado | [FE] remover lacuna (__) do enunciado | [FE] tornar o texto-base necessário ou removê-lo,3,3,0,0
483,Múltipla Escolha Simples,geometria espacial,Avaliar,"Em um estudo de geometria espacial, um aluno analisa um prisma cuja base é um hexágono regular e cuja altura mede 12 cm. Para resolver corretamente o problema, ele precisa reconhecer as características do sólido e aplicar a relação entre área da base, área lateral e volume.","Se a área da base desse prisma é $18\,\text{cm}^2$ e a altura é $12\,\text{cm}$, então o volume do prisma é",,,,,,,"$216\,\text{cm}^3$.","$144\,\text{cm}^3$.","$96\,\text{cm}^3$.","$54\,\text{cm}^3$.","$30\,\text{cm}^3$.",A,[FE] explicitar o comando do enunciado | [FE] tornar o texto-base necessário ou removê-lo | [APL] reposicionar o gabarito (viés de letra no conjunto),3,2,0,1
489,Afirmação Incompleta,educacao de jovens e adultos,Avaliar,"A Educação de Jovens e Adultos (EJA) atende sujeitos com trajetórias escolares e de vida marcadas por desigualdades, interrupções e diferentes motivações para retomar os estudos. Em contextos contemporâneos, o trabalho pedagógico com esse público exige leitura crítica de suas características e necessidades, de modo a evitar práticas homogêneas e descontextualizadas.","Considerando as características e necessidades do público da EJA, uma proposta pedagógica adequada deve priorizar a",,,,,,,valorização das experiências de vida dos estudantes e a articulação dos conteúdos escolares com suas necessidades concretas.,padronização das atividades e o mesmo ritmo de aprendizagem previsto para crianças e adolescentes do ensino regular.,"repetição mecânica de conteúdos básicos, com foco exclusivo na memorização e sem relação com a realidade dos educandos.","seleção de conteúdos apenas acadêmicos, desconsiderando os saberes prévios e as trajetórias sociais dos estudantes.","centralidade na transmissão uniforme de conteúdos, independentemente da diversidade etária, cultural e social da turma.",A,[FE] eliminar pista: palavra do enunciado só no gabarito | [FE] tornar o texto-base necessário ou removê-lo | [FE] conectar as alternativas ao conteúdo do item | [APL] reposicionar o gabarito (viés de letra no conjunto),4,3,0,1
500,Afirmação Incompleta,analise de investimentos e fontes de financiamento,Analisar,"Uma indústria de equipamentos hospitalares apresenta forte crescimento nas vendas, porém seu ciclo financeiro sofre oscilações relevantes decorrentes de variações em estoques e prazos de recebimento de clientes. No balanço patrimonial, observa-se elevada concentração de obrigações de curto prazo junto a um único banco, originadas de contratos de capital de giro com juros pós-fixados e revisões periódicas de limite. O diretor financeiro identifica que essa dependência aumenta o risco de mudanças unilaterais na política de crédito do credor, com potencial impacto na liquidez. Para o próximo exercício, ele pretende reduzir a vulnerabilidade à concentração bancária, mantendo, entretanto, acesso a instrumentos de financiamento que permitam cobrir déficits sazonais de caixa com agilidade, inclusive por meio da combinação de diferentes fontes de curto prazo.","Na situação descrita, ao avaliar simultaneamente a necessidade de reduzir o risco de concentração de crédito e de preservar flexibilidade operacional no uso de fontes bancárias de curto prazo, a decisão mais adequada do diretor financeiro consiste em",,,,,,,"negociar com o banco atual a substituição integral das linhas de capital de giro por um contrato de crédito rotativo de maior limite, aceitando concentrar garantias em troca de uma redução imediata da taxa de juros.","reduzir gradualmente a utilização das linhas pós-fixadas com o banco atual e contratar linhas de crédito de curto prazo em instituições diferentes, ajustando limites menores em cada uma para diluir a exposição a um credor específico.","cancelar as linhas de crédito já existentes e passar a financiar déficits de caixa com adiantamentos de clientes, alongando prazos de entrega dos pedidos para acomodar o novo fluxo de recebimentos.","manter a dependência do banco atual e renegociar todos os contratos para prazos mais curtos, priorizando a renovação frequente das linhas ainda que isso implique maior variação das taxas ao longo do ano.","concentrar todas as operações de financiamento em uma única linha bancária de longo prazo, utilizando-a também para cobrir variações diárias de caixa, com o objetivo de reduzir o número de contratos e simplificar o controle financeiro.",B,[FE] suavizar termos absolutos nos distratores | [FE] eliminar pista: palavra do enunciado só no gabarito | [AP] alinhar o verbo do enunciado ao Bloom declarado (detectado Avaliar vs declarado Analisar),3,2,1,0
503,Múltipla Escolha Simples,semantica,Avaliar,"Em uma aula de língua portuguesa, um estudante afirma que, para analisar o funcionamento de expressões como ""casa"", ""lar"" e ""residência"", basta consultar o dicionário e identificar o valor estável de cada palavra. A professora, porém, ressalta que a análise semântica também considera as relações de sentido produzidas pelo uso das palavras em contextos específicos, pois o significado não se reduz a uma definição isolada.","Com base nessa situação, qual alternativa expressa melhor o objeto de estudo da Semântica?",,,,,,,"O estudo exclusivo da forma gráfica das palavras, independentemente de qualquer relação de sentido.","O estudo da construção sintática das frases, com foco apenas na ordem dos constituintes.","O estudo do significado e do sentido, considerando como as palavras e enunciados produzem efeitos de sentido no uso.","O estudo da origem histórica das palavras, sem atenção ao uso atual ou às relações de interpretação.","O estudo apenas das regras de pronúncia, já que o sentido decorre diretamente dos sons da fala.",C,[FE] suavizar termos absolutos nos distratores | [FE] explicitar o comando do enunciado | [FE] tornar o texto-base necessário ou removê-lo,3,3,0,0
512,Afirmação Incompleta,arte contemporanea,Avaliar,"No debate sobre o limiar entre o moderno e o contemporâneo, a pintura deixou de ser entendida apenas como representação e passou a ser discutida como ação, superfície e campo de experimentação, especialmente em vertentes como o Expressionismo Abstrato e a pintura Color Field.","Nesse contexto, a pintura Color Field caracteriza-se pela valorização da ...",,,,,,,grande mancha cromática e da expansão da cor como estrutura autônoma da superfície.,narração de cenas históricas em perspectiva linear rigorosamente acadêmica.,"montagem de objetos cotidianos sobre a tela, como em um ready-made.","encenação improvisada com participação do público em tempo real, como um happening.",escultura sonora feita com instrumentos alienígenas invisíveis e eletromagnéticos.,A,[FE] tornar o texto-base necessário ou removê-lo | [FE] conectar as alternativas ao conteúdo do item | [APL] reposicionar o gabarito (viés de letra no conjunto),3,2,0,1
519,Afirmação Incompleta,geografia economica,Avaliar,"A consolidação da Geografia Econômica como sub-ramo da Geografia decorre do esforço de explicar a organização espacial das atividades produtivas, os fluxos de mercadorias e capitais e as relações entre economia e território. Nesse percurso, diferentes autores contribuíram para delimitar seu objeto de estudo e sua autonomia frente à Economia.","À luz da construção histórica da Geografia Econômica, pode-se afirmar que ela se consolidou como campo de análise dedicado principalmente a...",,,,,,,"estudar a distribuição espacial das atividades econômicas e suas relações com o território, articulando produção, circulação e consumo.","definir leis universais de maximização da utilidade individual, independentemente das formas de organização territorial.",analisar exclusivamente os preços de mercado e os mecanismos monetários sem considerar a dimensão espacial.,"explicar apenas a localização das indústrias em função de recursos naturais, desconsiderando redes, circulação e trabalho.","investigar somente os fenômenos climáticos que influenciam a agricultura, sem tratar de outros setores da economia.",A,[FE] suavizar termos absolutos nos distratores | [FE] tornar o texto-base necessário ou removê-lo | [AP] alinhar o verbo do enunciado ao Bloom declarado (detectado Analisar vs declarado Avaliar) | [APL] reposicionar o gabarito (viés de letra no conjunto),4,2,1,1
526,Afirmação Incompleta,morfossintaxe da lingua inglesa,Avaliar,"Em inglês, verbos modais apresentam formas fixas e costumam ser usados para expressar capacidade, possibilidade e inferências lógicas. Entre seus usos mais frequentes, destacam-se valores de habilidade e de probabilidade, com efeitos morfossintáticos específicos na oração.","Considerando a forma e o uso dos modais em inglês, a construção que completa corretamente a afirmação é: o modal can, quando empregado para indicar capacidade, e o modal must, quando empregado para indicar probabilidade lógica, ambos...",,,,,,,"são invariáveis e aparecem sem flexão de pessoa, formando a negação e a interrogativa sem o auxiliar do.",recebem desinência de tempo passado e exigem o auxiliar do nas formas negativa e interrogativa.,"funcionam como verbos plenos e, por isso, precisam de complemento nominal obrigatório para completar o sentido.",admitem concordância com o sujeito e podem ser seguidos por marcação de infinitivo com to em todos os contextos.,"variam em número e pessoa, preservando apenas o valor semântico de certeza absoluta em qualquer oração.",A,[FE] suavizar termos absolutos nos distratores | [FE] tornar o texto-base necessário ou removê-lo | [APL] reposicionar o gabarito (viés de letra no conjunto),3,2,0,1
536,Afirmação Incompleta,arte contemporanea,Avaliar,"No debate sobre a Arte Povera, críticos destacam a ênfase na economia de meios, no estranhamento dos materiais e na recusa de soluções virtuosísticas associadas à tradição escultórica anterior.","Nesse contexto, a Arte Povera caracteriza-se, sobretudo, pela __________.",,,,,,,"redução dos artifícios e pelo uso de materiais pobres, ordinários ou não convencionais.",valorização do acabamento ilusionista e pelo uso de materiais nobres como mármore e bronze.,reconstrução da perspectiva clássica e pela representação fiel da figura humana.,substituição da obra por imagens digitais e pela centralidade da tecnologia interativa.,retomada do expressionismo abstrato por meio de pinceladas gestuais e composição heroica.,A,[FE] remover lacuna (__) do enunciado | [FE] tornar o texto-base necessário ou removê-lo | [APL] reposicionar o gabarito (viés de letra no conjunto),3,2,0,1
540,Afirmação Incompleta,educacao de jovens e adultos,Avaliar,"Em uma turma de Educação de Jovens e Adultos, a professora observa que muitos estudantes chegam após uma jornada de trabalho, com trajetórias escolares interrompidas, diferentes níveis de letramento e expectativas imediatas, como concluir etapas da escolarização para melhorar a inserção profissional. Ao planejar as aulas, ela identifica que uma proposta pedagógica não pode tratar esse grupo como se fosse uma classe regular de crianças e adolescentes.","Considerando as características e necessidades dos estudantes da EJA, qual ação pedagógica é mais adequada para organizar o processo de ensino e aprendizagem?",,,,,,,"adotar um currículo único, com o mesmo ritmo e as mesmas atividades da escola regular, para garantir padronização e evitar distinções entre os estudantes.","priorizar conteúdos de memorização e exercícios repetitivos, pois os estudantes adultos aprendem melhor quando recebem grande volume de informações em pouco tempo.","planejar situações de aprendizagem articuladas às experiências de vida dos estudantes, com flexibilidade de tempos, valorização dos saberes prévios e encaminhamentos que respeitem suas condições de permanência.","reduzir a complexidade dos conteúdos a atividades isoladas e simplificadas, considerando que a defasagem escolar dos estudantes impede abordagens mais reflexivas.","organizar a turma exclusivamente por idade e separar os estudantes com maior dificuldade, para que avancem apenas após dominarem integralmente a alfabetização.",C,[FE] encurtar o gabarito (mais longo que os distratores) | [FE] eliminar pista: palavra do enunciado só no gabarito | [FE] tornar o texto-base necessário ou removê-lo,3,3,0,0
567,Múltipla Escolha Simples,calculo diferencial e integral iii,Avaliar,"Ao calcular massas, volumes ou momentos de inércia em sólidos com simetria esférica, a escolha de coordenadas esféricas costuma simplificar os limites de integração e o elemento de volume.","Em coordenadas esféricas, a integral tripla de uma função $f(x,y,z)$ sobre uma região $R$ pode ser escrita como $\iiint_R f(x,y,z)\,dxdydz=\iiint_{R'} f(\rho\,\sen\phi\,\cos\theta,\rho\,\sen\phi\,\sen\theta,\rho\,\cos\phi)\,\cdots$. O fator que completa corretamente a expressão é",,,,,,,"$\rho^2\sen\phi\,d\rho\,d\phi\,d\theta$.","$\rho\sen\phi\,d\rho\,d\phi\,d\theta$.","$\rho^2\cos\phi\,d\rho\,d\phi\,d\theta$.","$\rho\,d\rho\,d\phi\,d\theta$.","$\sen\phi\,d\rho\,d\phi\,d\theta$.",A,[FE] explicitar o comando do enunciado | [FE] tornar o texto-base necessário ou removê-lo | [APL] reposicionar o gabarito (viés de letra no conjunto),3,2,0,1
